Marca temporal,How much money have you used in-game?,SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ",Have you saved SQ/tickets for any servant in any X time?,What do you think about the state of the NA server?,What do you think about the NA pace compared to others servers?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Do you think Aniplex and DW care about the F2P NA player and fanbase?,Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none just skip the question),"Only if you do want to answer, are you female or male?","As last question, did you start with an SQ account, or rerolling to get a determined FIVE star servant? (reroll for 4* does not counts)",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ",Have you saved SQ/tickets for any servant in any X time?,What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none just skip the question),"Only if you do want to answer, are you female or male?","As last question, did you start with an SQ account, or rerolling to get a determined FIVE star servant? (reroll for 4* does not counts)",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ",Have you saved SQ/tickets for any servant in any X time?,What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none just skip the question),"Only if you do want to answer, are you female or male?","As last question, did you start with an SQ account, or rerolling to get a determined FIVE star servant? (reroll for 4* does not counts)",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ",Have you saved SQ/tickets for any servant in any X time?,What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none just skip the question),"Only if you do want to answer, are you female or male?","As last question, did you start with an SQ account, or rerolling to get a determined FIVE star servant? (reroll for 4* does not counts)",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ",Have you saved SQ/tickets for any servant in any X time?,What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none just skip the question),"Only if you do want to answer, are you female or male?","As last question, did you start with an SQ account, or rerolling to get a determined FIVE star servant? (reroll for 4* does not counts)",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ",Have you used more SQ than expected for one servant?,What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none just skip the question),"Only if you do want to answer, are you female or male?","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>500USD & <1000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>1001USD & <2000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>2001USD & <3000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>3001USD & <4000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>4001USD & <5000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>5000USD]","As last question, did you start with an SQ account, or rerolling to get a determined FIVE star servant? (reroll for 4* does not counts)"
17/02/2019 5:01:37,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Ryougi Shiki",Orion,Scathach,Francis Drake,"Zhuge Liang [El-Melloi II], Illyasviel von Einzbern",,"Vlad III, Minamoto no Raikō",Jeanne D'arc,,No,More than 15 months,15,Yes,"Slow, the content should be released faster to catch up CN/JP","Not good not bad, DW and Aniplex could do better management of the NA server",Both,Asterios,Vlad,Male,"Yes, I did reroll for a 5*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:01:46,F2P,Mordred,,"Artoria Pendragon [Lancer], Enkidu",,"Xuanzang, Merlin",,,,,Yes,More than 15 months,5,Yes,"Not good not bad, DW and Aniplex could do better management of the NA server","Fast, the content should be released slower",Both,Yes,Billy the Kid,Altria Pendragon,Male,"Yes, I did reroll for a 5*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:02:07,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,Orion,,Ozymandias,Zhuge Liang [El-Melloi II],,,,,No,More than 15 months,7,Yes,"Slow, the content should be released faster to catch up CN/JP","Not good not bad, DW and Aniplex could do better management of the NA server",NP Skip,Cu,Eric bloodaxe,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:02:41,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred",,Artoria Pendragon [Lancer],,Tamamo-no-mae,"Jack the Ripper, MHX",Mysterious Heroine X (Alter),Jeanne D'arc,,Yes,More than 15 months,8,No,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",None,Artoria lancer,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:03:09,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Mordred, Ryougi Shiki","Orion, Ishtar","Karna, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]","Francis Drake, Iskandar, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Leonardo Da Vinci, Illyasviel von Einzbern","Jack the Ripper, Shuten Douji, Cleopatra","Vlad III, Florence Nightingale, Minamoto no Raikō, Mysterious Heroine X (Alter)","Jeanne D'arc, Amakusa Shirou","Jeanne D'arc [Alter], Edmond Dantes",Yes,More than 15 Months,38,Yes,"Fast, the content should be released slower","Not good not bad, DW and Aniplex could do better management of the NA server",Auto-Play,Shuten Douji,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:05:05,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,Altera,"Gilgamesh, Nikola Tesla","Karna, Tamamo no Mae [Lancer]",Queen Medb,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Merlin",Jack the Ripper,Vlad III,,Edmond Dantes,Yes,More than 15 months,13,Yes,"Slow, the content should be released faster to catch up CN/JP","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,Blackbeard,Jing Ke,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:05:09,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,Altera,,"Karna, Artoria Pendragon [Lancer]",,Merlin,,,,Jeanne D'arc [Alter],Yes,Between 6 and 12 months,5,Yes,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",NP Skip,Saint Georgios,,Other,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:05:21,501 USD and onwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Mordred, Nero Claudius [Bride], Ryougi Shiki, Miyamoto Musashi","Gilgamesh, Orion, Nikola Tesla, Artoria Pendragon [Archer], Ishtar","Scathach, Karna, Brynhildr, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer], Enkidu","Francis Drake, Iskandar, Ozymandias, Quetzalcoatl","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci, Illyasviel von Einzbern, Merlin","Jack the Ripper, MHX, Cleopatra, King Hassan","Sakata Kintoki, Vlad III, Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō, Mysterious Heroine X (Alter)","Jeanne D'arc, Amakusa Shirou","Jeanne D'arc [Alter], Edmond Dantes",No,More than 15 months,50,Yes,"Slow, the content should be released faster to catch up CN/JP","Good, DW and Aniplex are doing a good management of the NA server",None,Waver,,Male,,,,,Between 41 and 70,,"Yes, I did reroll for a 5*"
17/02/2019 5:05:49,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred",Orion,"Karna, Artoria Pendragon [Lancer]",,"Zhuge Liang [El-Melloi II], Tamamo-no-mae","Jack the Ripper, MHX, King Hassan","Vlad III, Cu Chulainn [Alter]",,Jeanne D'arc [Alter],No,Between 12 and 15 months,12,Yes,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",NP Skip,King Hassan,Fionn,Male,"Yes, I did start with a SQ account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:06:04,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mordred, Nero Claudius [Bride]",Orion,Scathach,"Francis Drake, Queen Medb, Ozymandias, Quetzalcoatl",Zhuge Liang [El-Melloi II],Jack the Ripper,Florence Nightingale,Jeanne D'arc,Jeanne D'arc [Alter],Yes,More than 15 months,2,Yes,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",NP Skip,Hassan of curse arm,Tamomo-no-mae (lancer),Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:06:48,501 USD and onwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Nero Claudius [Bride], Miyamoto Musashi","Gilgamesh, Orion","Scathach, Enkidu","Ozymandias, Quetzalcoatl","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Merlin","Jack the Ripper, MHX, King Hassan","Sakata Kintoki, Vlad III, Mysterious Heroine X (Alter)",Jeanne D'arc,"Jeanne D'arc [Alter], Edmond Dantes",No,More than 15 months,63,Yes,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Both,Altera,,Male,,,,,,Between 21 and 40,"Yes, I did reroll for a 5*"
17/02/2019 5:07:12,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,Gilgamesh,,Quetzalcoatl,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",King Hassan,,,,Yes,More than 15 Months,6,Yes,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Both,Jeanne D'Arc Alter,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:08:38,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,"Mordred, Miyamoto Musashi",,,"Francis Drake, Ozymandias","Zhuge Liang [El-Melloi II], Xuanzang, Merlin",,Florence Nightingale,,,No,More than 15 months,10,Yes,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",NP Skip,Arthur,,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:08:38,501 USD and onwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Mordred, Nero Claudius [Bride], Ryougi Shiki, Miyamoto Musashi","Gilgamesh, Orion, Nikola Tesla, Arjuna, Artoria Pendragon [Archer], Ishtar","Scathach, Karna, Brynhildr, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]","Francis Drake, Queen Medb, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci, Illyasviel von Einzbern, Merlin","Jack the Ripper, MHX, Shuten Douji, Cleopatra, King Hassan","Sakata Kintoki, Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō, Mysterious Heroine X (Alter)","Jeanne D'arc, Amakusa Shirou","Jeanne D'arc [Alter], Edmond Dantes",Yes,More than 15 months,77,Yes,"Slow, the content should be released faster to catch up CN/JP","Not good not bad, DW and Aniplex could do better management of the NA server",Auto-Play,Scathach,,Male,,,Between 41 and 70,,,,"Yes, I did reroll for a 5*"
17/02/2019 5:08:45,F2P,Miyamoto Musashi,Arjuna,Scathach,Quetzalcoatl,Xuanzang,King Hassan,Mysterious Heroine X (Alter),,,No,Between 6 and 12 months,7,Yes,"Not good not bad, DW and Aniplex could do better management of the NA server","Slow, the content should be released faster to catch up CN/JP",Both,Maybe,Medusa,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:09:27,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,Mordred,,,,"Illyasviel von Einzbern, Merlin",Shuten Douji,Mysterious Heroine X (Alter),,Jeanne D'arc [Alter],No,Between 12 and 15 months,6,Yes,"Slow, the content should be released faster to catch up CN/JP","Not good not bad, DW and Aniplex could do better management of the NA server",Both,Astolfo,Edison,Male,"Yes, I did start with a SQ account",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:09:28,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mordred, Nero Claudius [Bride]",Artoria Pendragon [Archer],,Ozymandias,"Xuanzang, Merlin",Jack the Ripper,Vlad III,,,Yes,More than 15 Months,8,Yes,"Slow, the content should be released faster to catch up CN/JP","Not good not bad, DW and Aniplex could do better management of the NA server",None,Jack,Francis,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:09:30,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,,,,,,,Jeanne D'arc,,No,Between 3 and 6 months,2,Yes,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",NP Skip,Jeanne D'arc ,Fionn,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:10:47,F2P,Artoria Pendragon,,,,,,,,,No,Between 3 and 6 months,1,Yes,"Good, DW and Aniplex are doing a good management of the NA server","Good, the content is released at a good pace",None,Yes,Arturia Pendragon,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:11:19,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred","Nikola Tesla, Arjuna, Ishtar",Tamamo no Mae [Lancer],,Xuanzang,"Jack the Ripper, MHX, Shuten Douji, Cleopatra",Mysterious Heroine X (Alter),,Jeanne D'arc [Alter],No,Between 12 and 15 months,14,Yes,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",None,MHXA,mama,Prefer not to say,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:11:45,501 USD and onwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Mordred, Nero Claudius [Bride], Ryougi Shiki, Miyamoto Musashi","Gilgamesh, Orion, Nikola Tesla, Arjuna, Artoria Pendragon [Archer], Ishtar","Scathach, Karna, Brynhildr, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer], Enkidu","Francis Drake, Queen Medb, Ozymandias, Quetzalcoatl","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Illyasviel von Einzbern, Merlin","Jack the Ripper, MHX, Shuten Douji","Vlad III, Minamoto no Raikō",Jeanne D'arc,Jeanne D'arc [Alter],Yes,More than 15 months,98,Yes,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Both,Tamamo-No-Mae,,Male,,,,,,More than 70,"Yes, I did reroll for a 5*"
17/02/2019 5:12:09,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miyamoto Musashi,,"Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]","Francis Drake, Iskandar",Merlin,,,Jeanne D'arc,,Yes,Between 6 and 12 months,8,Yes,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",NP Skip,Kiyohime and only kiyohime :)),,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:12:25,F2P,,,,,Zhuge Liang [El-Melloi II],Jack the Ripper,,,Jeanne D'arc [Alter],No,Between 12 and 15 months,4,Yes,,"Good, the content is released at a good pace",None,Maybe,Napoleon,Minamoto no Raikou,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:12:29,501 USD and onwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Ryougi Shiki",Artoria Pendragon [Archer],Scathach,Ozymandias,"Zhuge Liang [El-Melloi II], Illyasviel von Einzbern","Shuten Douji, Cleopatra",Mysterious Heroine X (Alter),Jeanne D'arc,,No,More than 15 months,17,Yes,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Auto-Play,Medusa,Stheno,Male,Between 11 and 20,,,,,,No
17/02/2019 5:12:54,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,Altera,Orion,"Scathach, Brynhildr",Queen Medb,"Tamamo-no-mae, Illyasviel von Einzbern, Merlin",Jack the Ripper,"Vlad III, Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,,Yes,More than 15 months,15,Yes,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,Raikou,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:12:59,F2P,Artoria Pendragon,"Arjuna, Ishtar",,,,Jack the Ripper,,,Jeanne D'arc [Alter],Yes,Between 12 and 15 months,6,Yes,"Good, DW and Aniplex are doing a good management of the NA server","Good, the content is released at a good pace",Both,Yes,Artoria Saber!,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:13:11,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred, Nero Claudius [Bride], Miyamoto Musashi",Artoria Pendragon [Archer],"Scathach, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]","Ozymandias, Quetzalcoatl","Tamamo-no-mae, Xuanzang, Merlin","Cleopatra, King Hassan","Vlad III, Minamoto no Raikō",Jeanne D'arc,Jeanne D'arc [Alter],Yes,More than 15 months,25,Yes,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Auto-Play,Tamamo No Mae,Edison,Male,"Yes, I did reroll for a 5*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:13:32,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Okita Souji, Mordred, Nero Claudius [Bride]",,"Karna, Enkidu",,Zhuge Liang [El-Melloi II],"Shuten Douji, King Hassan",Sakata Kintoki,Jeanne D'arc,"Jeanne D'arc [Alter], Edmond Dantes",Yes,Between 3 and 6 months,14,Yes,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Auto-Play,jeanne alter ,enkidu,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:14:05,F2P,Nero Claudius [Bride],,,Quetzalcoatl,Zhuge Liang [El-Melloi II],"Jack the Ripper, MHX",Vlad III,,,No,Between 12 and 15 months,6,Yes,"Good, DW and Aniplex are doing a good management of the NA server","Good, the content is released at a good pace",NP Skip,Maybe,Quetzacoatl,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:14:28,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Mordred","Gilgamesh, Arjuna, Artoria Pendragon [Archer], Ishtar",Scathach,"Francis Drake, Queen Medb, Ozymandias","Zhuge Liang [El-Melloi II], Merlin",Cleopatra,"Minamoto no Raikō, Mysterious Heroine X (Alter)",Jeanne D'arc,Jeanne D'arc [Alter],Yes,Between 12 and 15 months,12,Yes,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Auto-Play,Saberfaces,Fionn,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:15:08,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Miyamoto Musashi","Orion, Nikola Tesla, Ishtar","Scathach, Enkidu","Francis Drake, Ozymandias","Zhuge Liang [El-Melloi II], Xuanzang, Merlin","Shuten Douji, Cleopatra","Vlad III, Mysterious Heroine X (Alter)",,Edmond Dantes,No,More than 15 months,19,Yes,"Slow, the content should be released faster to catch up CN/JP","Good, DW and Aniplex are doing a good management of the NA server",None,Shuten-douji,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:15:28,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orion, Arjuna, Artoria Pendragon [Archer]","Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]","Francis Drake, Ozymandias","Zhuge Liang [El-Melloi II], Merlin",Jack the Ripper,"Vlad III, Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō",,Jeanne D'arc [Alter],Yes,Between 6 and 12 months,15,Yes,"Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Both,Mephistopheles,Boudica,Female,"Yes, I did reroll for a 5*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:16:02,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Miyamoto Musashi",,,,Tamamo-no-mae,,,,,Yes,Between 3 and 6 months,3,No,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,Sessyoin Kiara,Gilles De Rais,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2019 5:16:03,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Mordred, Nero Claudius [Bride]","Artoria Pendragon [Archer], Ishtar","Scathach, Brynhildr, Tamamo no Mae [Lancer]","Francis Drake, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Merlin",Jack the Ripper,"Vlad III, Florence Nightingale, Minamoto no Raikō, Mysterious Heroine X (Alter)","Jeanne D'arc, Amakusa Shirou",Jeanne D'arc [Alter],No,More than 15 Months,53,Yes,"Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,Ishtar,,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
